0,-19
0,-17
0,-17
0,-18
0,-17
0,-17
0,-19
0,-17
0,-18
0,-17
2,-45
2,-43
2,-43
2,-44
2,-48
2,-44
2,-48
2,-44
2,-45
2,-46
4,-56
4,-56
4,-54
4,-58
4,-50
4,-50
4,-52
4,-52
4,-58
4,-57
6,-59
6,-63
6,-61
6,-66
6,-61
6,-62
6,-61
6,-62
6,-63
6,-60
8,-65
8,-58
8,-66
8,-63
8,-60
8,-64
8,-58
8,-59
8,-62
8,-59
10,-64
10,-64
10,-71
10,-63
10,-65
10,-64
10,-66
10,-67
10,-64
10,-69
12,-69
12,-67
12,-68
12,-66
12,-72
12,-69
12,-69
12,-67
12,-69
12,-68
14,-72
14,-70
14,-67
14,-70
14,-65
14,-66
14,-69
14,-64
14,-65
14,-72
16,-75
16,-74
16,-74
16,-115
16,-79
16,-82
16,-75
16,-79
16,-80
16,-76
18,-98
18,-82
18,-92
18,-82
18,-87
18,-89
18,-84
18,-85
18,-84
18,-82

