0,-17
0,-17
0,-17
0,-17
0,-17
0,-17
0,-17
0,-17
0,-17
0,-17
2,-47
2,-43
2,-44
2,-45
2,-45
2,-45
2,-45
2,-44
2,-42
2,-43
4,-53
4,-56
4,-65
4,-54
4,-54
4,-57
4,-54
4,-56
4,-61
4,-54
6,-64
6,-68
6,-71
6,-66
6,-71
6,-82
6,-72
6,-70
6,-66
6,-67
8,-71
8,-69
8,-73
8,-84
8,-47
8,-76
8,-68
8,-67
8,-70
8,-68
10,-75
10,-72
10,-71
10,-74
10,-69
10,-75
10,-79
10,-73
10,-77
10,-70
12,-82
12,-83
12,-79
12,-78
12,-73
12,-74
12,-70
12,-71
12,-72
12,-72
14,-83
14,-85
14,-89
14,-91
14,-82
14,-81
14,-81
14,-81
14,-81
14,-83
16,-91
16,-101
16,-90
16,-90
16,-101
16,-94
16,-94
16,-93
16,-90
16,-93
18,-101
18,-91
18,-105
18,-109
18,-89
18,-90
18,-102
18,-88
18,-104
18,-102
